store, eta, time
2153,15-25,2022-12-24 06:58:43
2160,20-30,2022-12-24 06:58:43
2166,20-30,2022-12-24 06:58:43
2163,15-25,2022-12-24 06:58:43
2168,15-25,2022-12-24 06:58:43
2169,15-25,2022-12-24 06:58:44
2171,20-35,2022-12-24 06:58:44
2162,20-35,2022-12-24 06:58:43
2167,25-35,2022-12-24 06:58:44
2175,20-35,2022-12-24 06:58:44
2172,20-30,2022-12-24 06:58:44
2170,20-30,2022-12-24 06:58:44
2177,20-31,2022-12-24 06:58:44
2067,17-27,2022-12-24 05:58:40
2064,25-40,2022-12-24 05:58:40
2178,20-35,2022-12-24 06:58:44
2174,20-30,2022-12-24 06:58:44
2173,20-30,2022-12-24 06:58:44
2182,20-25,2022-12-24 06:58:44
2185,20-30,2022-12-24 06:58:44
2179,20-30,2022-12-24 06:58:44
2188,15-22,2022-12-24 06:58:44
2063,15-30,2022-12-24 05:58:40
2191,20-30,2022-12-24 06:58:44
2186,15-25,2022-12-24 06:58:44
2195,15-25,2022-12-24 05:58:44
2194,15-25,2022-12-24 06:58:44
2196,20-35,2022-12-24 06:58:44
2201,20-30,2022-12-24 06:58:44
2204,20-30,2022-12-24 06:58:45
2205,23-33,2022-12-24 06:58:45
2164,20-30,2022-12-24 06:58:43
2202,15-25,2022-12-24 06:58:44
2207,20-30,2022-12-24 06:58:45
2197,20-30,2022-12-24 05:58:44
2209,20-30,2022-12-24 06:58:45
2206,20-30,2022-12-24 06:58:45
2208,35-45,2022-12-24 06:58:45
2214,20-30,2022-12-24 06:58:45
2210,20-30,2022-12-24 06:58:45
2215,17-30,2022-12-24 06:58:45
2213,20-31,2022-12-24 06:58:45
2231,20-30,2022-12-24 06:58:45
2220,15-25,2022-12-24 06:58:45
2227,20-30,2022-12-24 06:58:45
2226,20-30,2022-12-24 06:58:45
2221,12-17,2022-12-24 06:58:45
2224,20-30,2022-12-24 06:58:45
2223,23-33,2022-12-24 06:58:45
2235,20-28,2022-12-24 06:58:45
2230,20-25,2022-12-24 06:58:45
2238,20-25,2022-12-24 06:58:46
2244,20-30,2022-12-24 06:58:46
2236,20-30,2022-12-24 06:58:46
2229,20-30,2022-12-24 06:58:45
2245,13-23,2022-12-24 06:58:46
2260,20-30,2022-12-24 06:58:46
2250,20-35,2022-12-24 06:58:46
2252,20-30,2022-12-24 06:58:46
2256,25-30,2022-12-23 08:53:51
2258,28-38,2022-12-24 06:58:46
2241,11-21,2022-12-24 06:58:46
2262,20-30,2022-12-24 06:58:46
2242,20-30,2022-12-24 06:58:46
2267,17-30,2022-12-24 06:58:46
2275,20-30,2022-12-24 06:58:47
2270,20-30,2022-12-24 06:58:47
2265,20-35,2022-12-24 06:58:47
2259,20-31,2022-12-24 06:58:46
2225,20-30,2022-12-24 06:58:45
2257,25-35,2022-12-24 06:58:46
2276,15-25,2022-12-24 06:58:47
2253,2-12,2022-12-24 06:58:46
2263,15-25,2022-12-24 06:58:46
2255,20-30,2022-12-24 06:58:46
2279,35-45,2022-12-24 06:58:47
2246,20-30,2022-12-24 06:58:46
2278,30-40,2022-12-24 06:58:47
2284,15-25,2022-12-24 06:58:47
2277,20-30,2022-12-24 06:58:47
2240,10-20,2022-12-24 06:58:46
2271,20-30,2022-12-24 06:58:47
2280,20-30,2022-12-24 06:58:47
2283,20-30,2022-12-24 06:58:47
2268,20-30,2022-12-24 06:58:47
2281,20-30,2022-12-24 06:58:47
2282,25-35,2022-12-24 06:58:47
2285,20-30,2022-12-24 06:58:47
2286,21-36,2022-12-24 06:58:47
2288,13-23,2022-12-24 06:58:47
2292,20-30,2022-12-24 06:58:47
2301,15-25,2022-12-24 06:58:48
2294,35-45,2022-12-24 06:58:47
2291,20-30,2022-12-24 06:58:47
2295,17-32,2022-12-24 06:58:47
2316,15-25,2022-12-24 06:58:48
2303,15-28,2022-12-24 06:58:48
2313,15-26,2022-12-24 06:58:48
2305,15-25,2022-12-24 06:58:48
2310,20-35,2022-12-24 06:58:48
2304,15-25,2022-12-24 06:58:48
2314,20-30,2022-12-24 06:58:48
2328,15-30,2022-12-24 06:58:48
2325,13-23,2022-12-24 06:58:48
2326,15-28,2022-12-24 06:58:48
2319,15-25,2022-12-24 06:58:48
2332,20-30,2022-12-24 06:58:48
2287,25-35,2022-12-24 06:58:47
2289,22-32,2022-12-24 06:58:47
2329,20-30,2022-12-24 06:58:48
2327,15-25,2022-12-24 06:58:48
2334,20-30,2022-12-24 06:58:48
2315,20-30,2022-12-24 06:58:48
2330,30-40,2022-12-24 06:58:48
2331,20-30,2022-12-24 06:58:48
2335,15-30,2022-12-24 06:58:48
2337,15-25,2022-12-24 06:58:48
2343,20-30,2022-12-24 06:58:49
2340,45-55,2022-12-24 06:58:48
2347,30-40,2022-12-24 06:58:49
2346,30-40,2022-12-24 06:58:49
2341,30-40,2022-12-24 06:58:49
2344,17-32,2022-12-24 06:58:49
2342,35-45,2022-12-24 06:58:49
2348,14-24,2022-12-24 06:58:49
2352,20-30,2022-12-24 06:58:49
2336,30-40,2022-12-24 06:58:48
2354,20-30,2022-12-24 06:58:49
2353,20-30,2022-12-24 06:58:49
2349,30-40,2022-12-24 06:58:49
2350,20-30,2022-12-24 06:58:49
2359,20-30,2022-12-24 06:58:49
2355,20-30,2022-12-24 06:58:49
2351,20-30,2022-12-24 06:58:49
2364,20-30,2022-12-24 06:58:50
2362,20-30,2022-12-24 06:58:49
2356,20-30,2022-12-24 06:58:49
2357,20-30,2022-12-24 06:58:49
2365,20-30,2022-12-24 06:58:50
2360,20-30,2022-12-24 06:58:49
2368,20-30,2022-12-24 06:58:50
2367,21-31,2022-12-24 06:58:50
2366,,2022-12-24 06:59:18
2363,20-30,2022-12-24 06:58:50
2370,,2022-12-24 06:59:18
2361,20-30,2022-12-24 06:58:49
2371,15-25,2022-12-24 06:58:50
2372,20-30,2022-12-24 06:58:50
2377,20-30,2022-12-24 06:58:50
2379,15-25,2022-12-24 06:58:50
2369,20-30,2022-12-24 06:58:50
2375,14-24,2022-12-24 06:58:50
2381,12-22,2022-12-24 06:58:50
2383,15-25,2022-12-24 06:58:50
2373,15-25,2022-12-24 06:58:50
2384,15-25,2022-12-24 06:58:50
2380,15-25,2022-12-24 06:58:50
2389,15-25,2022-12-24 06:58:50
2401,,2022-12-24 06:59:19
2387,30-40,2022-12-24 06:58:50
2393,15-25,2022-12-24 05:58:50
2402,17-27,2022-12-24 06:58:51
2411,20-31,2022-12-24 06:58:51
2382,15-25,2022-12-24 06:58:50
2396,24-34,2022-12-24 06:58:51
2407,20-31,2022-12-24 06:58:51
2397,20-30,2022-12-24 06:58:51
2404,20-30,2022-12-24 06:58:51
2403,15-25,2022-12-24 06:58:51
2406,17-28,2022-12-24 06:58:51
2418,20-27,2022-12-24 06:58:51
2414,20-35,2022-12-24 06:58:51
2430,15-25,2022-12-24 06:58:51
2431,29-39,2022-12-24 06:58:51
2420,20-26,2022-12-24 06:58:51
2422,20-30,2022-12-24 06:58:51
2435,20-30,2022-12-24 06:58:51
2432,17-27,2022-12-24 06:58:51
2439,,2022-12-24 06:59:20
2441,20-25,2022-12-24 06:58:51
2444,20-30,2022-12-24 06:58:51
2450,20-30,2022-12-24 06:58:52
2458,20-30,2022-12-24 06:58:52
2446,15-20,2022-12-24 06:58:51
2454,25-35,2022-12-24 06:58:52
2464,,2022-12-24 06:59:21
2453,20-30,2022-12-24 06:58:52
2462,20-30,2022-12-24 06:58:52
2456,15-25,2022-12-24 06:58:52
2486,20-30,2022-12-24 06:58:52
2476,20-30,2022-12-24 06:58:52
2434,15-25,2022-12-24 06:58:51
2451,25-40,2022-12-24 06:58:52
2448,20-30,2022-12-24 06:58:52
2474,30-35,2022-12-24 06:58:52
2467,20-30,2022-12-24 06:58:52
2482,20-30,2022-12-24 06:58:52
2469,14-24,2022-12-24 06:58:52
2485,15-25,2022-12-24 06:58:52
2504,20-30,2022-12-24 06:58:53
2488,17-27,2022-12-24 06:58:52
2503,14-24,2022-12-24 06:58:53
2497,11-22,2022-12-24 06:58:52
2502,20-30,2022-12-24 06:58:52
2489,,2022-12-24 06:59:21
2477,20-30,2022-12-24 06:58:52
2513,20-30,2022-12-24 06:58:53
2506,20-30,2022-12-24 06:58:53
2501,13-23,2022-12-24 06:58:52
2516,20-30,2022-12-24 06:58:53
2511,20-30,2022-12-24 06:58:53
2508,20-30,2022-12-24 06:58:53
2512,15-30,2022-12-24 06:58:53
2517,18-28,2022-12-24 06:58:53
2515,20-30,2022-12-24 06:58:53
2510,20-30,2022-12-24 06:58:53
2514,24-34,2022-12-24 06:58:53
2519,11-21,2022-12-24 06:58:53
2518,15-30,2022-12-24 06:58:53
2525,15-25,2022-12-24 06:58:53
2523,14-26,2022-12-24 06:58:53
2526,15-30,2022-12-24 06:58:53
2521,20-35,2022-12-24 06:58:53
2520,16-31,2022-12-24 06:58:53
2522,15-30,2022-12-24 06:58:53
2530,15-25,2022-12-24 06:58:53
2529,20-30,2022-12-24 06:58:53
2531,15-25,2022-12-24 06:58:53
2537,15-25,2022-12-24 05:58:54
2532,20-30,2022-12-24 06:58:54
2533,20-30,2022-12-24 06:58:53
2539,14-24,2022-12-24 06:58:54
2528,15-25,2022-12-24 06:58:53
2538,13-23,2022-12-24 05:58:54
2540,14-24,2022-12-24 06:58:54
2534,15-25,2022-12-24 06:58:54
2535,20-30,2022-12-24 06:58:54
2542,,2022-12-24 06:59:23
2536,15-25,2022-12-24 06:58:54
2546,15-25,2022-12-24 06:58:54
2541,12-22,2022-12-24 06:58:54
2549,17-26,2022-12-24 06:58:56
2544,14-24,2022-12-24 06:58:54
2547,30-40,2022-12-24 06:58:54
2545,17-26,2022-12-24 06:58:54
2543,20-30,2022-12-24 06:58:54
2550,10-20,2022-12-24 06:58:54
2552,10-20,2022-12-24 06:58:54
2551,10-20,2022-12-24 06:58:54
2554,15-25,2022-12-24 06:58:55
2548,15-25,2022-12-24 06:58:54
2555,15-25,2022-12-24 06:58:54
2557,13-23,2022-12-24 06:58:55
2556,17-26,2022-12-24 06:58:55
2560,15-25,2022-12-24 06:58:55
2558,20-30,2022-12-24 06:58:55
2559,30-40,2022-12-24 06:58:55
2561,15-30,2022-12-24 06:58:55
2563,30-40,2022-12-24 06:58:55
2562,15-25,2022-12-24 06:58:55
2565,30-40,2022-12-24 06:58:55
2566,20-30,2022-12-24 06:58:55
2567,25-35,2022-12-24 06:58:55
2568,13-23,2022-12-24 06:58:55
2571,15-25,2022-12-24 05:58:55
2573,15-25,2022-12-24 06:58:55
2578,15-25,2022-12-24 05:58:56
2564,30-40,2022-12-24 06:58:55
2570,10-20,2022-12-24 05:58:55
2576,15-20,2022-12-24 05:58:55
2575,15-25,2022-12-24 06:58:55
2577,12-22,2022-12-24 05:58:55
2574,10-20,2022-12-24 05:58:55
2569,15-25,2022-12-24 06:58:55
2583,15-30,2022-12-24 06:58:56
2579,20-30,2022-12-24 06:58:55
2585,12-22,2022-12-24 05:58:56
2584,15-25,2022-12-24 06:58:56
2586,40-55,2022-12-24 06:58:56
2580,40-55,2022-12-24 06:58:56
2582,15-30,2022-12-24 06:58:56
2581,15-30,2022-12-24 06:58:56
2587,15-15,2022-12-24 06:58:56
2588,18-28,2022-12-24 06:58:56
2589,20-30,2022-12-24 05:58:56
2601,11-21,2022-12-24 06:58:56
2592,40-55,2022-12-24 06:58:56
2590,14-24,2022-12-24 06:58:56
2604,15-30,2022-12-24 05:58:56
2605,11-21,2022-12-24 06:58:56
2608,18-28,2022-12-24 06:58:56
2610,15-15,2022-12-24 05:58:56
2609,20-30,2022-12-24 06:58:56
2606,18-28,2022-12-24 06:58:56
2602,20-27,2022-12-24 05:58:56
2611,20-30,2022-12-24 06:58:57
2603,15-15,2022-12-24 05:58:56
2619,15-30,2022-12-24 05:58:57
2620,15-30,2022-12-24 05:58:57
2621,15-15,2022-12-24 05:58:57
2622,20-25,2022-12-24 05:58:57
2629,20-30,2022-12-24 06:58:57
2625,15-25,2022-12-24 05:58:57
2624,15-30,2022-12-24 05:58:57
2638,20-30,2022-12-24 06:58:57
2634,20-30,2022-12-24 06:58:57
2644,20-30,2022-09-22 05:58:27
2628,2-12,2022-12-24 06:58:57
2639,20-30,2022-12-24 06:58:57
2646,20-20,2022-12-24 05:58:57
2647,15-22,2022-12-24 05:58:57
2648,20-30,2022-12-24 06:58:57
2630,20-30,2022-12-24 06:58:57
2650,15-20,2022-12-24 05:58:57
2653,20-30,2022-12-24 06:58:57
2631,20-30,2022-12-24 06:58:57
2657,20-30,2022-12-24 06:58:57
2661,30-40,2022-12-24 06:58:58
2663,20-30,2022-12-24 06:58:58
2658,20-30,2022-12-24 06:58:57
2660,20-30,2022-12-24 06:58:58
2664,15-25,2022-12-24 06:58:58
2674,20-30,2022-12-24 06:58:58
2677,17-30,2022-12-24 06:58:58
2670,20-30,2022-12-24 06:58:58
2673,20-30,2022-12-24 06:58:58
2659,15-25,2022-12-24 06:58:58
2669,20-30,2022-12-24 06:58:58
2672,20-30,2022-12-24 06:58:58
2666,15-25,2022-12-24 06:58:58
2665,15-25,2022-12-24 06:58:58
2676,15-25,2022-12-24 06:58:58
2668,19-29,2022-12-24 06:58:58
2678,20-30,2022-12-24 06:58:58
2682,20-30,2022-12-24 06:58:58
2683,20-30,2022-12-24 06:58:58
2675,15-25,2022-12-24 06:58:58
2686,17-32,2022-12-24 06:58:59
2684,30-40,2022-12-24 06:58:59
2681,15-25,2022-12-24 06:58:58
2679,20-30,2022-12-24 06:58:58
2654,20-30,2022-12-24 06:58:57
2692,15-25,2022-12-24 06:58:59
2687,15-30,2022-12-24 06:58:59
2691,17-28,2022-12-24 06:58:59
2697,17-32,2022-12-24 06:58:59
2700,20-30,2022-12-24 05:58:59
2689,20-25,2022-12-24 06:58:59
2688,20-30,2022-12-24 06:58:59
2696,12-22,2022-12-24 06:58:59
2695,20-30,2022-12-24 06:58:59
2703,21-31,2022-12-24 05:58:59
2694,20-30,2022-12-24 06:58:59
2708,20-30,2022-12-24 05:58:59
2711,20-30,2022-12-24 05:59:00
2710,15-25,2022-12-24 05:59:00
2713,20-30,2022-12-24 05:59:00
2701,20-30,2022-12-24 05:58:59
2706,20-30,2022-12-24 05:58:59
2705,20-30,2022-12-24 05:58:59
2709,20-30,2022-12-24 05:58:59
2704,20-30,2022-12-24 05:58:59
2702,20-30,2022-12-24 05:58:59
2707,16-26,2022-12-24 05:59:00
2712,15-25,2022-12-24 05:59:00
2715,20-30,2022-12-24 05:59:00
2718,20-30,2022-12-24 05:59:00
2716,25-35,2022-12-24 05:59:00
2730,18-28,2022-12-24 05:59:00
2720,15-25,2022-12-24 05:59:00
2723,15-25,2022-12-24 05:59:00
2721,15-25,2022-12-24 05:59:00
2725,25-35,2022-12-24 05:59:00
2733,20-30,2022-12-24 05:59:00
2724,15-25,2022-12-24 05:59:00
2731,20-30,2022-12-24 05:59:00
2726,15-25,2022-12-24 05:59:00
2719,20-30,2022-12-24 05:59:00
2735,20-30,2022-12-24 05:59:00
2738,20-20,2022-12-24 05:59:00
2736,20-30,2022-12-24 05:59:00
2737,19-29,2022-12-24 05:59:00
2740,20-30,2022-12-24 05:59:01
2744,25-35,2022-12-24 05:59:01
2755,20-30,2022-12-24 05:59:01
2741,26-36,2022-12-24 05:59:01
2748,26-36,2022-12-24 05:59:01
2751,16-26,2022-12-24 05:59:01
2758,20-30,2022-12-24 05:59:01
2750,20-30,2022-12-24 05:59:01
2756,20-30,2022-12-24 05:59:01
2770,20-30,2022-12-24 05:59:01
2753,20-30,2022-12-24 05:59:01
2774,20-35,2022-12-24 05:59:01
2779,20-30,2022-12-24 05:59:01
2765,20-30,2022-12-24 05:59:01
2771,20-30,2022-12-24 05:59:01
2773,30-42,2022-12-24 05:59:01
2778,20-30,2022-12-24 05:59:01
2776,15-25,2022-12-24 05:59:01
2759,15-25,2022-12-24 05:59:01
2782,19-29,2022-12-24 05:59:02
2746,18-28,2022-12-24 05:59:01
2781,15-25,2022-12-24 05:59:01
2788,20-35,2022-12-24 05:59:02
2786,20-30,2022-12-24 05:59:01
2784,15-25,2022-12-24 05:59:01
2785,20-30,2022-12-24 05:59:01
2789,20-30,2022-12-24 05:59:02
2685,20-30,2022-12-24 06:59:00
2793,15-15,2022-12-24 05:59:02
2795,14-26,2022-12-24 05:59:02
2791,20-30,2022-12-24 05:59:02
2802,19-29,2022-12-24 05:59:02
2797,20-30,2022-12-24 05:59:02
2804,15-25,2022-12-24 05:59:02
2794,20-30,2022-12-24 05:59:02
2803,15-25,2022-12-24 05:59:02
2787,20-30,2022-12-24 05:59:02
2792,20-30,2022-12-24 05:59:02
2807,20-25,2022-12-24 05:59:02
2777,20-30,2022-12-24 05:59:01
2805,20-35,2022-12-24 05:59:02
2819,20-30,2022-12-24 05:59:03
2809,20-30,2022-12-24 05:59:02
2808,15-25,2022-12-24 05:59:02
2822,20-30,2022-12-24 05:59:03
2821,15-25,2022-12-24 05:59:03
2810,30-40,2022-12-24 05:59:02
2814,20-30,2022-12-24 05:59:02
2817,25-40,2022-12-24 05:59:03
2818,12-22,2022-12-24 05:59:03
2812,15-25,2022-12-24 05:59:02
2820,30-40,2022-12-24 05:59:03
2801,19-29,2022-12-24 05:59:02
2815,45-55,2022-12-24 05:59:03
2824,30-40,2022-12-24 05:59:03
2825,20-30,2022-12-24 05:59:03
2830,18-28,2022-12-24 05:59:03
2837,25-40,2022-12-24 05:59:03
2828,15-25,2022-12-24 05:59:03
2826,20-30,2022-12-24 05:59:03
2839,20-30,2022-12-24 05:59:03
2823,20-30,2022-12-24 05:59:03
2844,15-25,2022-12-24 05:59:03
2840,20-30,2022-12-24 05:59:03
2832,15-25,2022-12-24 05:59:03
2849,20-30,2022-12-24 05:59:04
2847,15-25,2022-12-24 05:59:03
2851,20-30,2022-12-24 05:59:04
2848,14-24,2022-12-24 05:59:03
2835,15-25,2022-12-24 05:59:03
2852,30-40,2022-12-24 05:59:04
2859,15-25,2022-12-24 05:59:04
2871,20-30,2022-12-24 05:59:04
2845,15-25,2022-12-24 05:59:03
2853,20-30,2022-12-24 05:59:04
2861,20-30,2022-12-24 05:59:04
2879,45-60,2022-12-24 05:59:04
2872,20-30,2022-12-24 05:59:04
2865,15-25,2022-12-24 05:59:04
2881,20-30,2022-12-24 05:59:04
2855,20-30,2022-12-24 05:59:04
2880,16-26,2022-12-24 05:59:04
2863,30-40,2022-12-24 05:59:04
2878,45-60,2022-12-24 05:59:04
2883,20-35,2022-12-24 05:59:04
2887,20-30,2022-12-24 05:59:04
2888,20-30,2022-12-24 05:59:04
2862,30-40,2022-12-24 05:59:04
2886,20-30,2022-12-24 05:59:04
2900,20-30,2022-12-24 05:59:05
2891,20-30,2022-12-24 05:59:05
2869,15-25,2022-12-24 05:59:04
2902,20-30,2022-12-24 05:59:04
2889,20-30,2022-12-24 05:59:05
2896,20-30,2022-12-24 05:59:04
2827,20-30,2022-12-24 05:59:03
2905,15-25,2022-12-24 05:59:05
2915,20-30,2022-12-24 05:59:05
2909,20-30,2022-12-24 05:59:05
2912,20-30,2022-12-24 05:59:05
2904,20-30,2022-12-24 05:59:05
2918,20-30,2022-12-24 05:59:05
2916,25-32,2022-12-24 05:59:05
2923,20-30,2022-12-24 05:59:05
2920,18-28,2022-12-24 05:59:05
2930,20-35,2022-12-24 05:59:05
2924,20-30,2022-12-24 05:59:05
2921,30-40,2022-12-24 05:59:05
2931,18-33,2022-12-24 05:59:05
2926,20-30,2022-12-24 05:59:05
2929,20-30,2022-12-24 05:59:05
2933,20-35,2022-12-24 05:59:06
2932,20-30,2022-12-24 05:59:06
2937,20-35,2022-12-24 05:59:06
2941,13-23,2022-12-24 05:59:05
2942,15-30,2022-12-24 05:59:06
2946,20-30,2022-12-24 05:59:06
2948,20-30,2022-12-24 05:59:06
2945,20-30,2022-12-24 05:59:06
2949,15-25,2022-12-24 05:59:06
2935,20-30,2022-12-24 05:59:06
2940,34-44,2022-12-24 05:59:06
2903,20-35,2022-12-24 05:59:05
2950,20-32,2022-12-24 05:59:06
2953,15-25,2022-12-24 05:59:06
2952,20-30,2022-12-24 05:59:06
2956,15-25,2022-12-24 05:59:06
2954,15-25,2022-12-24 05:59:06
2957,15-25,2022-12-24 05:59:06
2958,15-25,2022-12-24 05:59:06
2963,16-26,2022-12-24 05:59:07
2964,15-25,2022-12-24 05:59:07
2961,15-25,2022-12-24 05:59:06
2955,20-30,2022-12-24 05:59:06
2966,20-30,2022-12-24 05:59:07
2959,23-33,2022-12-24 05:59:06
2965,20-30,2022-12-24 05:59:07
2908,20-30,2022-12-24 05:59:05
2967,15-25,2022-12-24 05:59:07
2970,21-31,2022-12-24 05:59:07
2973,20-30,2022-12-24 05:59:07
2972,20-30,2022-12-24 05:59:07
2974,19-29,2022-12-24 05:59:07
2971,15-25,2022-12-24 05:59:07
2960,20-27,2022-12-24 05:59:06
2975,20-30,2022-12-24 05:59:07
2982,20-35,2022-12-24 05:59:07
2986,20-30,2022-12-24 05:59:07
2980,20-30,2022-12-24 05:59:07
2990,20-30,2022-12-24 05:59:07
2976,21-31,2022-12-24 05:59:07
3000,20-30,2022-12-24 06:59:07
2962,15-25,2022-12-24 05:59:07
2993,20-30,2022-12-24 05:59:07
2987,20-30,2022-12-24 05:59:07
2983,30-40,2022-12-24 05:59:07
2985,20-30,2022-12-24 05:59:07
3003,10-20,2022-12-24 06:59:07
3002,15-25,2022-12-24 06:59:07
3011,8-18,2022-12-24 05:59:08
3007,13-23,2022-12-24 05:59:08
3015,12-22,2022-12-24 06:59:08
3012,15-25,2022-12-24 05:59:08
3009,20-30,2022-12-24 06:59:08
3010,,2022-12-24 06:59:37
3016,15-25,2022-12-24 05:59:08
3021,20-35,2022-12-24 06:59:08
3020,20-30,2022-12-24 06:59:08
3022,20-30,2022-12-24 06:59:08
3023,20-30,2022-12-24 06:59:08
3001,15-30,2022-12-24 06:59:07
3013,30-45,2022-12-24 06:59:08
3025,,2022-12-24 06:59:37
2996,20-30,2022-12-24 05:59:07
3027,13-23,2022-12-24 05:59:08
3024,20-35,2022-12-24 06:59:08
3030,20-30,2022-12-24 06:59:08
3008,30-45,2022-12-24 06:59:08
3005,15-30,2022-12-24 06:59:08
3032,14-24,2022-12-24 05:59:08
3031,15-25,2022-12-24 05:59:09
3038,12-22,2022-12-24 05:59:09
3043,12-22,2022-12-24 05:59:09
3036,12-22,2022-12-24 05:59:08
3037,12-22,2022-12-24 05:59:09
3044,13-23,2022-12-24 05:59:09
3041,20-30,2022-12-24 06:59:09
3042,20-35,2022-12-24 06:59:09
3047,12-22,2022-12-24 05:59:09
3049,15-25,2022-12-24 06:59:09
3048,13-23,2022-12-24 05:59:09
3046,15-25,2022-12-24 05:59:09
3054,15-25,2022-12-24 05:59:09
3056,20-30,2022-12-24 06:59:09
3045,13-23,2022-12-24 05:59:09
3053,20-30,2022-12-24 05:59:09
3055,15-25,2022-12-24 05:55:52
3058,10-20,2022-12-24 05:59:10
3057,13-23,2022-12-24 05:59:09
3059,15-25,2022-12-24 05:59:09
3062,15-25,2022-12-24 05:59:10
3063,15-25,2022-12-24 05:59:10
3064,12-22,2022-12-24 05:59:10
3061,13-23,2022-12-24 05:59:10
3067,15-25,2022-12-24 06:59:10
3065,15-25,2022-12-24 05:59:10
3069,30-45,2022-12-24 06:59:10
3068,13-23,2022-12-24 06:59:10
3078,15-25,2022-12-24 06:59:10
3074,30-40,2022-12-24 06:59:10
3073,20-35,2022-12-24 06:59:10
3072,20-35,2022-12-24 06:59:10
3083,20-35,2022-12-24 06:59:10
3082,20-35,2022-12-24 06:59:10
3079,22-32,2022-12-24 06:59:10
3076,14-24,2022-12-24 06:59:10
3081,18-28,2022-12-24 06:59:10
3100,30-40,2022-12-24 06:59:10
3103,15-25,2022-12-24 06:59:15
3104,31-38,2022-12-24 06:59:11
3088,20-30,2022-12-24 06:59:10
3108,20-30,2022-12-24 06:59:11
3091,12-22,2022-12-24 06:59:10
3084,30-40,2022-12-24 06:59:10
3101,15-25,2022-12-24 06:59:11
3105,15-25,2022-12-24 06:59:11
3109,12-27,2022-12-24 06:59:11
3106,15-27,2022-12-24 06:59:11
3085,20-30,2022-12-24 06:59:10
3089,12-22,2022-12-24 06:59:10
3090,25-40,2022-12-24 06:59:10
3092,20-30,2022-12-24 06:59:10
3094,10-20,2022-12-24 06:59:11
3093,15-25,2022-12-24 06:59:11
3113,20-30,2022-12-24 06:59:11
3126,16-26,2022-12-24 06:59:12
3110,20-35,2022-12-24 06:59:11
3120,15-25,2022-12-24 06:59:11
3116,15-25,2022-12-24 05:59:11
3117,20-30,2022-12-24 06:59:11
3107,20-30,2022-12-24 06:59:11
3115,15-25,2022-12-24 06:59:11
3118,15-30,2022-12-24 05:59:11
3124,20-30,2022-12-24 06:59:11
3119,30-40,2022-12-24 06:59:11
3121,12-22,2022-12-24 06:59:12
3125,20-30,2022-12-24 05:59:12
3130,20-30,2022-12-24 06:59:12
3132,15-30,2022-12-24 06:59:12
3127,12-22,2022-12-24 06:59:12
3137,20-30,2022-12-24 06:59:12
3136,20-30,2022-12-24 06:59:12
3135,18-28,2022-12-24 06:59:12
3134,15-25,2022-12-24 06:59:12
3133,20-30,2022-12-24 06:59:12
3140,21-36,2022-12-24 06:59:12
3142,13-23,2022-12-24 06:59:12
3139,14-24,2022-12-24 06:59:12
3146,15-25,2022-12-24 06:59:13
3138,20-30,2022-12-24 06:59:12
3145,15-25,2022-12-24 06:59:12
3112,14-24,2022-12-24 06:59:11
3141,20-35,2022-12-24 06:59:12
3152,15-25,2022-12-24 06:59:13
3150,20-30,2022-12-24 06:59:13
3148,12-27,2022-12-24 06:59:13
3149,16-31,2022-12-24 06:59:12
3154,14-29,2022-12-24 06:59:13
3155,15-25,2022-12-24 06:59:13
3156,20-30,2022-12-24 06:59:13
3153,13-23,2022-12-24 06:59:13
3157,15-25,2022-12-24 06:59:13
3151,14-24,2022-12-24 06:59:13
3122,31-41,2022-12-24 06:59:11
3165,15-25,2022-12-24 06:59:13
3158,13-23,2022-12-24 06:59:13
3159,,2022-12-24 06:59:42
3161,20-30,2022-12-24 06:59:13
3162,12-22,2022-12-24 06:59:13
3164,,2022-12-24 06:59:42
3163,13-23,2022-12-24 06:59:13
3160,13-23,2022-12-24 06:59:13
3166,15-25,2022-12-24 06:59:13
3167,13-23,2022-12-24 06:59:13
3171,20-30,2022-12-24 05:59:13
3173,15-25,2022-12-24 06:59:14
3168,20-30,2022-12-24 06:59:13
3183,20-35,2022-12-24 06:59:14
3180,20-30,2022-12-24 06:59:14
3172,20-35,2022-12-24 06:59:13
3178,20-30,2022-12-24 06:59:14
3174,35-50,2022-12-24 06:59:14
3184,14-24,2022-12-24 06:59:14
3175,15-25,2022-12-24 06:59:14
3187,10-20,2022-12-24 06:59:14
3188,30-40,2022-12-24 06:59:14
3186,15-25,2022-12-24 06:59:14
3102,18-28,2022-12-24 06:59:11
3179,13-23,2022-12-24 06:59:14
3189,19-34,2022-12-24 06:59:14
3185,20-30,2022-12-24 06:59:14
3176,12-27,2022-12-24 05:59:14
3194,14-24,2022-12-24 06:59:14
3191,15-25,2022-12-24 06:59:14
3200,20-30,2022-12-24 06:59:14
3202,16-26,2022-12-24 06:59:15
3195,20-30,2022-12-24 06:59:14
3208,15-25,2022-12-24 06:59:15
3196,20-30,2022-12-24 06:59:14
3203,15-25,2022-12-24 06:59:14
3204,17-27,2022-12-24 06:59:14
3212,15-25,2022-12-24 06:59:15
3201,15-30,2022-12-24 06:59:14
3205,20-30,2022-12-24 06:59:14
3207,15-25,2022-12-24 06:59:15
3209,20-30,2022-12-24 06:59:15
3210,15-25,2022-12-24 06:59:15
3223,16-26,2022-12-24 06:59:15
3218,15-25,2022-12-24 06:59:15
